Chr01A	0	30000	0.894114
Chr01A	30000	60000	0.884676
Chr01A	60000	90000	0.974093
Chr01A	90000	120000	0.929576
Chr01A	120000	150000	0.940427
Chr01A	150000	180000	0.95556
Chr01A	180000	210000	0.885915
Chr01A	210000	240000	0.841751
Chr01A	240000	270000	0.658363
Chr01A	270000	300000	0.981998
Chr01A	300000	330000	0.752194
Chr01A	330000	360000	0.949361
Chr01A	360000	390000	0.975028
Chr01A	390000	420000	0.852894
Chr01A	420000	450000	0.948363
Chr01A	450000	480000	0.907796
Chr01A	480000	510000	0.969429
Chr01A	510000	540000	0.917966
Chr01A	540000	570000	0.978988
Chr01A	570000	600000	0.906068
Chr01A	600000	630000	0.91728
Chr01A	630000	660000	0.832763
Chr01A	660000	690000	0.888854
Chr01A	690000	720000	0.831911
Chr01A	720000	750000	0.547495
Chr01A	750000	780000	0.966965
Chr01A	780000	810000	0.957811
Chr01A	810000	840000	0.985357
Chr01A	840000	870000	0.783279
Chr01A	870000	900000	0.776198
Chr01A	900000	930000	0.979089
Chr01A	930000	960000	0.962132
Chr01A	960000	990000	0.894338
Chr01A	990000	1020000	0.986064
Chr01A	1020000	1050000	0.911206
Chr01A	1050000	1080000	0.858088
Chr01A	1080000	1110000	0.973985
Chr01A	1110000	1140000	0.965673
Chr01A	1140000	1170000	0.751001
Chr01A	1170000	1200000	0.859227
Chr01A	1200000	1230000	0.877199
Chr01A	1230000	1260000	0.953603
Chr01A	1260000	1290000	0.801613
Chr01A	1290000	1320000	0.773594
Chr01A	1320000	1350000	0.953365
Chr01A	1350000	1380000	0.920014
Chr01A	1380000	1410000	0.937297
Chr01A	1410000	1440000	0.884532
Chr01A	1440000	1470000	0.953273
Chr01A	1470000	1500000	0.93715
Chr01A	1500000	1530000	0.857197
Chr01A	1530000	1560000	0.910504
Chr01A	1560000	1590000	0.964966
Chr01A	1590000	1620000	0.962942
Chr01A	1620000	1650000	0.956019
Chr01A	1650000	1680000	0.812079
Chr01A	1680000	1710000	0.822822
Chr01A	1710000	1740000	0.587544
Chr01A	1740000	1770000	0.680119
Chr01A	1770000	1800000	0.978543
Chr01A	1800000	1830000	0.973485
Chr01A	1830000	1860000	0.830221
Chr01A	1860000	1890000	0.958612
Chr01A	1890000	1920000	0.933772
Chr01A	1920000	1950000	0.946489
Chr01A	1950000	1980000	0.954715
Chr01A	1980000	2010000	0.944157
Chr01A	2010000	2040000	0.907021
Chr01A	2040000	2070000	0.954622
Chr01A	2070000	2100000	0.920236
Chr01A	2100000	2130000	0.951235
Chr01A	2130000	2160000	0.917015
Chr01A	2160000	2190000	0.775703
Chr01A	2190000	2220000	0.957555
Chr01A	2220000	2250000	0.960158
Chr01A	2250000	2280000	0.942704
Chr01A	2280000	2310000	0.88025
Chr01A	2310000	2340000	0.910393
Chr01A	2340000	2370000	0.938591
Chr01A	2370000	2400000	0.884269
Chr01A	2400000	2430000	0.920526
Chr01A	2430000	2460000	0.885274
Chr01A	2460000	2490000	0.965504
Chr01A	2490000	2520000	0.916433
Chr01A	2520000	2550000	0.869621
Chr01A	2550000	2580000	0.902515
Chr01A	2580000	2610000	0.956863
Chr01A	2610000	2640000	0.974118
Chr01A	2640000	2670000	0.882652
Chr01A	2670000	2700000	0.841349
Chr01A	2700000	2730000	0.893691
Chr01A	2730000	2760000	0.974634
Chr01A	2760000	2790000	0.944571
Chr01A	2790000	2820000	0.879422
Chr01A	2820000	2850000	0.892873
Chr01A	2850000	2880000	0.828783
Chr01A	2880000	2910000	0.926118
Chr01A	2910000	2940000	0.845327
Chr01A	2940000	2970000	0.705605
Chr01A	2970000	3000000	0.962966
Chr01A	3000000	3030000	0.963998
Chr01A	3030000	3060000	0.948586
Chr01A	3060000	3090000	0.863129
Chr01A	3090000	3120000	0.844391
Chr01A	3120000	3150000	0.943824
Chr01A	3150000	3180000	0.963278
Chr01A	3180000	3210000	0.792625
Chr01A	3210000	3240000	0.948913
Chr01A	3240000	3270000	0.970974
Chr01A	3270000	3300000	0.767482
Chr01A	3300000	3330000	0.956044
Chr01A	3330000	3360000	0.922458
Chr01A	3360000	3390000	0.894435
Chr01A	3390000	3420000	0.867894
Chr01A	3420000	3450000	0.930261
Chr01A	3450000	3480000	0.926904
Chr01A	3480000	3510000	0.900318
Chr01A	3510000	3540000	0.889666
Chr01A	3540000	3570000	0.924909
Chr01A	3570000	3600000	0.890639
Chr01A	3600000	3630000	0.929933
Chr01A	3630000	3660000	0.918856
Chr01A	3660000	3690000	0.921728
Chr01A	3690000	3720000	0.944323
Chr01A	3720000	3750000	0.920494
Chr01A	3750000	3780000	0.936027
Chr01A	3780000	3810000	0.934155
Chr01A	3810000	3840000	0.90603
Chr01A	3840000	3870000	0.95015
Chr01A	3870000	3900000	0.913046
Chr01A	3900000	3930000	0.946904
Chr01A	3930000	3960000	0.914084
Chr01A	3960000	3990000	0.907454
Chr01A	3990000	4020000	0.927418
Chr01A	4020000	4050000	0.897915
